GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "94000","Plains",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",13604000,13850000,14103000,14167000,14175000,14268000,14453000,14730000,14905000,14979000,14994000,15195000,15424000,15570000,15657000,15715000,15787000,15819000,15888000,15942000,16047000,16202000,16349829,16474813,16562762,16628032,16671561,16742551,16863608,16949656,17028437,17097176,17207567,17264245,17291648,17325258,17382070,17401690,17392728,17427930,17533255,17595235,17697550,17843335,18026179,18209613,18380746,18549556,18705269,18851351,18988053,19130836,19275412,19374967,19468009,19569167,19687933,19802730,19956982,20105697,20248815,20392583,20536210,20639556,20750024,20870622,20984207,21084672,21176827,21277130,21376861
 "94000","Plains",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1347,1228,1365,1456,1524,1533,1598,1599,1657,1768,1867,1889,1942,1996,2117,2190,2303,2515,2673,2788,3000,3210,3489,3772,4092,4789,4973,5505,5818,6385,7171,7813,8386,9435,10053,10663,11963,12585,13214,13807,14421,15442,16225,16721,17776,18140,19175,19845,21075,21839,23060,23863,25304,26137,27028,28326,29821,30509,31964,33600,35354,34978,35922,37995,39945,39781,41288,42311,42786,43890,46308
 "95000","Southeast",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",30443.9,30283.9,33873.2,38290.4,40519.3,42547.7,42831.8,46442.7,49942.5,52565.7,55329.6,58947.1,60850.9,64317.8,68292.1,72808.7,79376.6,85961.8,93568.4,101440.9,111251.0,122748.2,136112.5,151319.2,168096.8,191912.7,212887.9,237291.1,261482.9,289298.6,327091.9,365094.4,410952.2,463490.8,499134.6,541739.5,605678.8,647346.8,690259.2,733754.8,802081.5,868342.4,926100.9,975565.9,1049236.1,1106474.2,1170370.2,1244094.4,1312381.9,1384560.9,1481073.3,1552514.6,1662959.6,1741858.2,1826674.9,1926569.4,2062921.9,2186933.7,2337764.7,2457330.5,2541522.3,2522896.9,2619619.5,2734064.1,2862375.2,2846254.5,3007998.0,3148043.9,3234567.4,3392038.4,3591691.1
 "95000","Southeast",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",32275000,32803000,33860000,34421000,34661000,34681000,34830000,35399000,36071000,36874000,37435000,38115000,38885000,39544000,40179000,40742000,41349000,41857000,42257000,42611000,43042000,43440000,43973515,45013167,46019010,46991755,47954591,48787678,49513969,50311832,51113001,51976687,52881196,53627371,54248696,54856066,55514620,56198797,56861115,57536401,58120493,58733381,59516122,60500666,61508138,62530549,63574211,64601937,65611342,66655300,67626581,68569381,69497232,70317959,71151666,71961591,73019229,74148386,75065947,76122849,77057840,77814936,78571433,79239442,79925870,80552802,81248954,82037513,82896442,83665407,84396680
 "95000","Southeast",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",943,923,1000,1112,1169,1227,1230,1312,1385,1426,1478,1547,1565,1626,1700,1787,1920,2054,2214,2381,2585,2826,3095,3362,3653,4084,4439,4864,5281,5750,6399,7024,7771,8643,9201,9876,10910,11519,12139,12753,13800,14784,15561,16125,17058,17695,18410,19258,20002,20772,21901,22642,23928,24771,25673,26772,28252,29494,31143,32281,32982,32422,33341,34504,35813,35334,37022,38373,39019,40543,42557
 "96000","Southwest",6,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",12172.1,13235.2,14134.8,15935.4,17188.2,17810.3,18354.3,19801.7,21184.0,22599.7,23766.4,25153.0,25990.4,27439.7,28778.3,29994.5,32597.7,34900.0,37673.7,40902.3,45063.1,49834.0,55786.3,61734.8,67975.2,77598.9,86488.7,99124.3,110285.1,122182.7,140451.0,160513.2,183477.6,211954.6,234782.7,255338.6,281255.3,302824.4,315557.0,322060.3,343201.5,364725.9,389832.1,409912.6,443395.5,469378.1,497535.8,531614.4,566829.2,610243.8,658685.1,690988.2,748093.4,796170.3,829799.9,871910.9,925241.0,995799.0,1091186.4,1152796.0,1240138.1,1218213.1,1276860.7,1366640.3,1456952.3,1480520.2,1584730.5,1621708.0,1629410.5,1730878.9,1849477.6
 "96000","Southwest",6,SAINC51,52,"...","Population (persons) 1/","Number of persons",11009000,11086000,11450000,11823000,12110000,12168000,12287000,12682000,12962000,13324000,13598000,13874000,14235000,14572000,14930000,15108000,15278000,15414000,15567000,15734000,15998000,16328000,16621375,17076950,17502870,17942658,18354229,18789070,19269802,19710280,20180482,20776513,21426140,21985332,22791219,23405364,23776476,24165954,24584827,24747513,24859623,25083118,25411251,25917326,26491437,27115790,27772489,28419852,29019737,29625063,30239551,30827272,31380654,31891889,32430969,32923761,33475468,34098071,34944948,35624083,36269039,36899289,37474673,37987940,38552398,39070460,39679691,40320452,40902502,41397628,41911998
 "96000","Southwest",6,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1106,1194,1234,1348,1419,1464,1494,1561,1634,1696,1748,1813,1826,1883,1928,1985,2134,2264,2420,2600,2817,3052,3356,3615,3884,4325,4712,5276,5723,6199,6960,7726,8563,9641,10301,10909,11829,12531,12835,13014,13806,14541,15341,15816,16737,17310,17915,18706,19533,20599,21782,22415,23839,24965,25587,26483,27639,29204,31226,32360,34193,33015,34073,35976,37791,37894,39938,40220,39836,41811,44128
 "97000","Rocky Mountain",7,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",4417.4,4459.4,4997.3,5647.9,5918.5,5965.4,6082.4,6626.4,7153.1,7755.1,7959.1,8365.9,8792.3,9318.7,10081.3,10382.0,11047.8,11842.8,12484.8,13212.6,14220.6,15706.0,17783.6,19914.7,22406.8,25594.5,28692.7,32094.3,35236.3,39083.2,45158.5,50609.6,57502.6,65073.7,70520.8,76714.9,83407.3,87853.1,91385.5,94109.9,99533.7,107130.1,113810.7,121171.3,131113.6,141608.8,151006.7,163043.6,174096.2,185198.1,201263.3,214066.4,233075.5,246163.1,255773.6,266302.7,280867.5,298266.0,324239.3,345425.1,362080.8,355613.2,367263.3,392785.5,418133.4,430996.7,462743.6,485731.6,497238.8,529670.0,569601.6
 "97000","Rocky Mountain",7,SAINC51,52,"...","Population (persons) 1/","Number of persons",3278000,3382000,3494000,3508000,3571000,3672000,3760000,3890000,4030000,4113000,4139000,4226000,4350000,4497000,4580000,4632000,4673000,4703000,4735000,4783000,4868000,4943000,5037873,5194044,5368407,5527390,5649835,5781745,5915555,6078758,6256862,6438928,6592318,6742612,6903979,7034816,7108977,7167704,7199874,7205624,7202616,7234109,7305119,7477155,7696444,7938748,8171343,8379865,8565452,8745913,8918147,9094461,9268926,9430982,9567277,9675332,9807510,9972107,10189958,10406301,10609537,10793888,10949593,11084260,11222653,11375626,11524535,11702298,11891617,12069948,12250919
 "97000","Rocky Mountain",7,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1348,1319,1430,1610,1657,1625,1618,1703,1775,1886,1923,1980,2021,2072,2201,2241,2364,2518,2637,2762,2921,3177,3530,3834,4174,4630,5079,5551,5957,6429,7217,7860,8723,9651,10215,10905,11733,12257,12693,13061,13819,14809,15580,16206,17036,17838,18480,19457,20325,21175,22568,23538,25146,26102,26734,27524,28638,29910,31819,33194,34128,32946,33541,35436,37258,37888,40153,41507,41814,43883,46495
 "98000","Far West *",8,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",22238.5,22958.7,26822.3,30172.7,32854.6,35260.2,36474.3,39607.9,42992.6,45780.5,47825.0,51956.9,54439.0,57606.4,62012.2,65899.7,72246.3,77434.2,83909.4,90035.6,97897.6,106692.2,117258.2,126715.4,136926.9,152320.7,170103.9,191597.2,211009.8,232429.2,263096.9,296477.8,336506.1,376832.3,406668.3,440255.2,485302.8,519836.9,556715.2,590497.2,647808.0,695055.1,749735.5,788951.8,842840.9,871183.4,903577.2,948759.8,1000030.8,1056424.5,1139520.0,1198476.1,1295479.5,1366484.4,1436007.0,1516388.3,1620894.3,1693873.2,1821169.5,1900555.7,1952741.7,1942617.8,2016582.4,2120412.9,2256816.5,2263208.3,2421582.1,2578657.3,2691796.8,2826142.5,3015721.6
 "98000","Far West *",8,SAINC51,52,"...","Population (persons) 1/","Number of persons",13880000,14219000,15392000,15942000,16530000,17217000,17820000,18384000,19101000,19764000,20469000,21159000,21659000,22378000,23114000,23811000,24389000,24908000,25311000,25779000,26151000,26635000,27101402,27570486,27918162,28327835,28800911,29346033,29929494,30553208,31285112,31964927,32779936,33433990,34086401,34716476,35321190,36037077,36815133,37640660,38542275,39534189,40610409,41427985,42225887,42797622,43271002,43744822,44314342,45053779,45798042,46505506,47188420,47891178,48493357,49053068,49601761,50090268,50570529,51031362,51608614,52167532,52681670,53149295,53622646,54089108,54611865,55162300,55684592,56107767,56475670
 "98000","Far West *",8,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1602,1615,1743,1893,1988,2048,2047,2154,2251,2316,2336,2456,2513,2574,2683,2768,2962,3109,3315,3493,3744,4006,4327,4596,4905,5377,5906,6529,7050,7607,8410,9275,10266,11271,11931,12681,13740,14425,15122,15688,16808,17581,18462,19044,19960,20356,20882,21689,22567,23448,24881,25771,27453,28533,29612,30913,32678,33816,36012,37243,37838,37238,38279,39895,42087,41842,44342,46747,48340,50370,53399
"Note: See the included footnote file."
"SAINC51: Disposable Personal Income Summary: Disposable Personal Income, Population, and Per Capita Disposable Personal Income "
"Last updated: September 24, 2019-- revised statistics for 1998-2018. "
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
